File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
oa_package/01/6a/PMC2238951.tar.gz,Nucleic Acids Res. 2008 Jan 4; 36(Database issue):D947-D953,PMC2238951,2013-01-15 12:23:20,17984077.0,CC BY-NC
oa_package/38/84/PMC2238981.tar.gz,Nucleic Acids Res. 2008 Jan 11; 36(Database issue):D719-D723,PMC2238981,2013-10-08 11:46:36,17933775.0,CC BY-NC
oa_package/c0/84/PMC2238995.tar.gz,Nucleic Acids Res. 2008 Jan 19; 36(Database issue):D1041-D1043,PMC2238995,2014-03-28 11:38:11,18029361.0,CC BY-NC
oa_package/46/33/PMC2241913.tar.gz,Nucleic Acids Res. 2008 Feb 15; 36(3):732-741,PMC2241913,2013-01-16 11:10:49,18084030.0,CC BY-NC
oa_package/f0/ae/PMC2250771.tar.gz,PLoS One. 2008 Feb 27; 3(2):e1703,PMC2250771,2023-05-07 20:25:15,18301778.0,CC BY
oa_package/20/cb/PMC2259380.tar.gz,BMC Genet. 2008 Feb 5; 9:14,PMC2259380,2014-04-15 08:28:09,18251999.0,CC BY
oa_package/d5/cb/PMC2262942.tar.gz,PLoS One. 2008 Mar 19; 3(3):e1796,PMC2262942,2018-02-13 13:13:00,18350138.0,CC BY
oa_package/73/7d/PMC2265480.tar.gz,PLoS Comput Biol. 2008 Feb 29; 4(2):e1000026,PMC2265480,2017-03-07 15:49:42,18463699.0,CC BY
oa_package/0d/db/PMC2275479.tar.gz,Br J Cancer. 2008 Mar 25; 98(6):1059-1067,PMC2275479,2022-02-04 10:16:39,18349818.0,CC BY
oa_package/00/2b/PMC2276689.tar.gz,PLoS One. 2008 Apr 9; 3(4):e1951,PMC2276689,2018-03-28 00:10:11,18398474.0,CC BY
oa_package/e4/e2/PMC2289876.tar.gz,PLoS One. 2008 Apr 16; 3(4):e2005,PMC2289876,2023-05-08 19:25:13,18414675.0,CC BY
oa_package/ad/82/PMC2324197.tar.gz,PLoS One. 2008 Apr 30; 3(4):e2052,PMC2324197,2018-03-28 01:03:35,18446237.0,CC0
oa_package/81/fe/PMC2330158.tar.gz,PLoS Pathog. 2008 May 9; 4(5):e1000059,PMC2330158,2023-05-09 13:25:10,18464893.0,CC BY
oa_package/26/18/PMC2335322.tar.gz,BMC Bioinformatics. 2008 Feb 28; 9:128,PMC2335322,2023-03-30 09:06:17,18307793.0,CC BY
oa_package/2f/8e/PMC2361193.tar.gz,PLoS One. 2008 May 14; 3(5):e2146,PMC2361193,2023-05-09 14:25:10,18478056.0,CC BY
oa_package/6d/2c/PMC2367561.tar.gz,BMC Proc. 2007 Dec 18; 1(Suppl 1):S50,PMC2367561,2023-04-04 07:10:13,18466550.0,CC BY
oa_package/8a/c5/PMC2374706.tar.gz,Genome Biol. 2008 Feb 28; 9(2):R45,PMC2374706,2010-12-24 22:28:36,18304353.0,CC BY
oa_package/b1/57/PMC2386947.tar.gz,J Biol Chem. 2008 May 23; 283(21):14845-14856,PMC2386947,2023-05-11 01:25:11,18356157.0,CC BY-NC
oa_package/a7/eb/PMC2397507.tar.gz,Genome Biol. 2008 Mar 14; 9(3):R55,PMC2397507,2023-05-04 08:25:10,18341692.0,CC BY
oa_package/54/d8/PMC2409173.tar.gz,J Neurogenet. 2007 Oct 15 Jan-Jun; 21(1):1-18,PMC2409173,2011-02-10 11:33:31,17464794.0,CC BY
oa_package/43/23/PMC2409174.tar.gz,J Neurogenet. 2007 Oct 15 Jan-Jun; 21(1):59-71,PMC2409174,2014-04-06 11:52:21,17464798.0,CC BY
oa_package/6d/90/PMC2413419.tar.gz,PLoS One. 2008 Jun 18; 3(6):e2460,PMC2413419,2023-05-09 18:25:12,18560542.0,CC BY
oa_package/cd/cb/PMC2424293.tar.gz,Mol Syst Biol. 2008 May 6; 4:189,PMC2424293,2011-01-27 23:45:13,18463613.0,CC BY-NC-SA
oa_package/36/26/PMC2430153.tar.gz,Cereb Cortex. 2008 Jul 12; 18(7):1588-1603,PMC2430153,2023-05-12 22:25:16,17998276.0,CC BY-NC
oa_package/e4/33/PMC2432079.tar.gz,BMC Genomics. 2008 May 1; 9:204,PMC2432079,2023-04-19 00:10:11,18452608.0,CC BY
oa_package/3c/81/PMC2481391.tar.gz,PLoS One. 2008 Jul 30; 3(7):e2803,PMC2481391,2023-05-10 17:25:12,18665230.0,CC BY
oa_package/99/e0/PMC2481422.tar.gz,Genome Biol. 2008 Jun 20; 9(6):R102,PMC2481422,2011-01-10 20:30:40,18570664.0,CC BY
oa_package/7f/1a/PMC2483296.tar.gz,PLoS Genet. 2008 Aug 1; 4(8):e1000144,PMC2483296,2020-04-01 20:34:54,18670650.0,CC BY
oa_package/02/f7/PMC2493034.tar.gz,PLoS One. 2008 Aug 13; 3(8):e2959,PMC2493034,2023-05-10 18:25:12,18698413.0,CC BY
oa_package/10/fb/PMC2518050.tar.gz,Front Neurosci. 2007 Oct 15; 1(1):97-110,PMC2518050,2023-05-11 23:25:11,18982121.0,NO-CC CODE
oa_package/76/4f/PMC2526272.tar.gz,Front Syst Neurosci. 2008 Apr 8; 1:3,PMC2526272,2014-02-11 11:38:43,18958244.0,NO-CC CODE
oa_package/1d/51/PMC2547478.tar.gz,BMC Genomics. 2008 Aug 8; 9:379,PMC2547478,2023-04-19 00:10:11,18691401.0,CC BY
oa_package/f8/46/PMC2553349.tar.gz,BMC Bioinformatics. 2008 Sep 11; 9:371,PMC2553349,2023-03-30 09:10:12,18786255.0,CC BY
oa_package/64/7e/PMC2566806.tar.gz,PLoS One. 2008 Oct 22; 3(10):e3475,PMC2566806,2018-03-27 21:18:57,18941524.0,CC BY
oa_package/d2/0c/PMC2572072.tar.gz,BMC Bioinformatics. 2008 Sep 29; 9:404,PMC2572072,2023-03-30 17:10:11,18823535.0,CC BY
oa_package/97/e1/PMC2575381.tar.gz,PLoS One. 2008 Nov 3; 3(11):e3621,PMC2575381,2018-03-27 21:26:28,18978947.0,CC BY
oa_package/62/f7/PMC2584661.tar.gz,BMC Genomics. 2008 Oct 31; 9:518,PMC2584661,2023-04-19 00:10:11,18976483.0,CC BY
oa_package/e2/1f/PMC2586368.tar.gz,PLoS Biol. 2008 Nov 18; 6(11):e288,PMC2586368,2023-05-13 11:25:13,19018664.0,CC BY
oa_package/9b/6f/PMC2590677.tar.gz,Sarcoma. 2008 Nov 30; 2008:859407,PMC2590677,2017-07-06 16:32:14,19079588.0,CC BY
oa_package/23/d4/PMC2596858.tar.gz,PLoS Biol. 2008 Dec 9; 6(12):e302,PMC2596858,2021-09-08 05:31:21,19071958.0,CC BY
oa_package/73/7c/PMC2602737.tar.gz,PLoS Genet. 2009 Jan 2; 5(1):e1000320,PMC2602737,2023-05-13 12:25:12,19119413.0,CC BY
oa_package/63/b4/PMC2603598.tar.gz,PLoS One. 2008 Dec 30; 3(12):e4063,PMC2603598,2018-02-12 19:05:11,19115002.0,CC BY
oa_package/91/d2/PMC2605229.tar.gz,J Exp Med. 2008 Dec 22; 205(13):3091-3103,PMC2605229,2017-11-21 10:20:59,19075289.0,CC BY-NC-SA
oa_package/ea/d9/PMC2613927.tar.gz,BMC Genomics. 2008 Oct 31; 9:517,PMC2613927,2023-04-18 20:11:16,18976482.0,CC BY
oa_package/8c/21/PMC2613931.tar.gz,BMC Bioinformatics. 2008 Nov 3; 9:467,PMC2613931,2023-03-30 17:10:11,18980677.0,CC BY
oa_package/41/45/PMC2631132.tar.gz,PLoS Pathog. 2009 Feb 6; 5(2):e1000290,PMC2631132,2023-05-13 13:25:10,19197359.0,CC BY
oa_package/64/16/PMC2646287.tar.gz,Genome Biol. 2008 Dec 30; 9(12):R183,PMC2646287,2014-04-14 01:29:26,19116010.0,CC BY
oa_package/f1/dc/PMC2646289.tar.gz,Genome Biol. 2008 Dec 17; 9(12):114,PMC2646289,2009-12-16 19:21:34,19133107.0,NO-CC CODE
oa_package/f5/f4/PMC2648764.tar.gz,BMC Bioinformatics. 2009 Jan 30; 10(Suppl 1):S1,PMC2648764,2023-04-18 11:10:12,19208108.0,CC BY
oa_package/83/45/PMC2651883.tar.gz,BMC Bioinformatics. 2008 Dec 19; 9:549,PMC2651883,2023-03-30 17:10:11,19099578.0,CC BY
oa_package/c7/b3/PMC2655718.tar.gz,PLoS Comput Biol. 2009 Mar 27; 5(3):e1000334,PMC2655718,2017-03-07 16:27:56,19325892.0,CC BY
oa_package/27/fc/PMC2667539.tar.gz,BMC Genomics. 2009 Mar 31; 10:143,PMC2667539,2013-04-03 14:32:44,19335899.0,CC BY
oa_package/56/8c/PMC2669713.tar.gz,PLoS Med. 2009 May 5; 6(5):e1000073,PMC2669713,2017-06-23 17:04:28,19536324.0,CC BY
oa_package/2d/da/PMC2670824.tar.gz,BMC Genet. 2009 Mar 6; 10:12,PMC2670824,2010-12-27 16:37:12,19267930.0,CC BY
oa_package/e0/2c/PMC2671592.tar.gz,Syst Synth Biol. 2008 Jun 31; 2(1-2):49-66,PMC2671592,2013-07-15 09:42:42,19333786.0,NO-CC CODE
oa_package/5f/8c/PMC2671598.tar.gz,PLoS One. 2009 May 1; 4(5):e5428,PMC2671598,2018-03-12 13:36:15,19412536.0,CC BY
oa_package/d1/ff/PMC2673047.tar.gz,PLoS Genet. 2009 May 8; 5(5):e1000476,PMC2673047,2016-11-09 10:27:32,19424435.0,CC0
oa_package/d0/21/PMC2674431.tar.gz,BMC Bioinformatics. 2009 Feb 26; 10:71,PMC2674431,2023-05-16 15:25:59,19243633.0,CC BY
oa_package/ce/80/PMC2680341.tar.gz,PLoS Biol. 2009 May 26; 7(5):e1000112,PMC2680341,2023-05-14 00:25:10,19468303.0,CC0
oa_package/95/ce/PMC2682523.tar.gz,Bioinformatics. 2009 Jun 1; 25(11):1363-1369,PMC2682523,2014-03-28 06:25:38,19357099.0,CC BY-NC
oa_package/93/e1/PMC2685015.tar.gz,PLoS Pathog. 2009 Jun 5; 5(6):e1000466,PMC2685015,2023-05-15 20:25:57,19503607.0,CC0
oa_package/93/0f/PMC2686536.tar.gz,Nucleic Acids Res. 2009 Jan 3; 37(Database issue):D619-D622,PMC2686536,2014-03-17 11:33:37,18981052.0,CC BY-NC
oa_package/f3/bc/PMC2688933.tar.gz,Genome Biol. 2009 Apr 24; 10(4):R42,PMC2688933,2023-05-14 15:25:34,19393038.0,CC BY
oa_package/99/60/PMC2689695.tar.gz,PLoS Biol. 2008 Apr 29; 6(4):e103,PMC2689695,2017-02-20 10:22:53,18447583.0,CC BY
oa_package/d2/e5/PMC2693086.tar.gz,Nature. 2009 May 28; 459(7246):564-568,PMC2693086,2016-02-12 10:09:04,19412161.0,NO-CC CODE
oa_package/89/60/PMC2694355.tar.gz,PLoS One. 2009 Jun 19; 4(6):e5980,PMC2694355,2018-03-12 14:29:02,19543387.0,CC BY
oa_package/99/35/PMC2694363.tar.gz,PLoS Genet. 2009 Jun 26; 5(6):e1000537,PMC2694363,2016-11-09 10:29:41,19557190.0,CC BY
oa_package/70/78/PMC2696452.tar.gz,BMC Bioinformatics. 2009 May 27; 10:161,PMC2696452,2010-12-28 04:32:52,19473525.0,CC BY
oa_package/c8/8d/PMC2699860.tar.gz,Diabetes. 2009 Jul 23; 58(7):1704-1709,PMC2699860,2011-02-18 06:37:03,19389826.0,CC BY-NC-ND
oa_package/06/d4/PMC2702752.tar.gz,PLoS One. 2009 Jul 7; 4(7):e6099,PMC2702752,2019-01-23 13:56:13,19584920.0,CC BY
oa_package/11/da/PMC2703606.tar.gz,PLoS One. 2009 Jul 8; 4(7):e6182,PMC2703606,2018-03-09 16:36:33,19584931.0,CC BY
oa_package/42/56/PMC2709589.tar.gz,Nucleic Acids Res. 2009 Jul 27; 37(12):e89,PMC2709589,2013-01-16 11:12:24,19474344.0,CC BY-NC
oa_package/3f/ef/PMC2713501.tar.gz,Nat Methods. 2008 Jul 25; 5(7):629-635,PMC2713501,2023-05-14 21:25:51,18500348.0,NO-CC CODE
oa_package/72/25/PMC2719486.tar.gz,Nat Struct Mol Biol. 2009 Feb 25; 16(2):176-182,PMC2719486,2016-02-04 21:42:21,19169258.0,NO-CC CODE
oa_package/5d/38/PMC2722676.tar.gz,BMC Genomics. 2009 Jul 17; 10:323,PMC2722676,2010-12-28 15:58:20,19607732.0,CC BY
oa_package/07/9f/PMC2724271.tar.gz,Nucleic Acids Res. 2009 Aug 2; 37(14):4587-4602,PMC2724271,2014-03-15 20:49:23,19491311.0,CC BY-NC
oa_package/a7/6c/PMC2743396.tar.gz,Nat Neurosci. 2009 Jan 7; 12(1):35-43,PMC2743396,2023-05-16 19:25:17,19060895.0,NO-CC CODE
oa_package/68/ff/PMC2748707.tar.gz,PLoS One. 2009 Sep 29; 4(9):e7200,PMC2748707,2019-01-23 13:56:13,19787067.0,CC BY
oa_package/e7/e4/PMC2757915.tar.gz,PLoS Genet. 2009 Oct 16; 5(10):e1000684,PMC2757915,2016-11-09 10:36:54,19834596.0,CC BY
oa_package/a5/5a/PMC2759366.tar.gz,Front Mol Neurosci. 2009 Sep 11; 2:4,PMC2759366,2010-07-20 13:35:12,19826620.0,NO-CC CODE
oa_package/d2/e4/PMC2759964.tar.gz,BMC Bioinformatics. 2009 Sep 22; 10:305,PMC2759964,2013-04-03 16:03:56,19772646.0,CC BY
oa_package/8f/81/PMC2761903.tar.gz,BMC Bioinformatics. 2009 Sep 22; 10:306,PMC2761903,2013-04-03 16:06:09,19772654.0,CC BY
oa_package/de/ca/PMC2761904.tar.gz,BMC Bioinformatics. 2009 Sep 23; 10:309,PMC2761904,2023-05-16 18:25:15,19775460.0,CC BY
oa_package/cf/76/PMC2766639.tar.gz,PLoS Genet. 2009 Nov 13; 5(11):e1000718,PMC2766639,2016-11-09 10:37:42,19911041.0,CC BY
oa_package/cf/95/PMC2767227.tar.gz,PLoS Comput Biol. 2009 Nov 6; 5(11):e1000559,PMC2767227,2017-03-08 10:37:33,19893633.0,CC BY
oa_package/76/3d/PMC2768976.tar.gz,Genome Biol. 2009 Sep 24; 10(9):R101,PMC2768976,2009-10-28 20:20:55,19778439.0,CC BY
oa_package/31/a2/PMC2773250.tar.gz,Bioinformatics. 2009 Nov 15; 25(22):3040-3042,PMC2773250,2013-04-03 16:16:11,19648141.0,CC BY-NC
oa_package/8c/c9/PMC2773423.tar.gz,PLoS Genet. 2009 Nov 20; 5(11):e1000728,PMC2773423,2016-11-09 10:38:36,19936048.0,CC BY
oa_package/1b/fe/PMC2773440.tar.gz,PLoS Genet. 2009 Nov 20; 5(11):e1000716,PMC2773440,2016-11-09 10:38:29,19936050.0,CC0
oa_package/7a/fb/PMC2774505.tar.gz,PLoS Genet. 2009 Nov 20; 5(11):e1000715,PMC2774505,2016-11-09 10:38:33,19936061.0,CC0
oa_package/93/dc/PMC2774507.tar.gz,PLoS Genet. 2009 Nov 20; 5(11):e1000711,PMC2774507,2016-11-09 10:39:00,19936062.0,CC BY
oa_package/11/fb/PMC2776482.tar.gz,Front Neural Circuits. 2009 Nov 3; 3:18,PMC2776482,2010-07-28 05:07:39,19915729.0,NO-CC CODE
oa_package/7b/d8/PMC2776935.tar.gz,J Neural Transm (Vienna). 2009 Oct 13; 116(12):1657-1665,PMC2776935,2023-05-17 22:25:12,19823762.0,CC BY-NC
oa_package/9e/8e/PMC2785470.tar.gz,PLoS Genet. 2009 Dec 11; 5(12):e1000764,PMC2785470,2023-05-18 13:25:12,20011505.0,CC BY
oa_package/a1/f8/PMC2790302.tar.gz,Database (Oxford). 2009 May 8; 2009:bap005,PMC2790302,2013-04-03 16:33:00,20157478.0,CC BY-NC
oa_package/33/bf/PMC2790372.tar.gz,PLoS One. 2009 Dec 15; 4(12):e8310,PMC2790372,2023-05-18 21:25:12,20016833.0,CC BY
oa_package/c8/d7/PMC2797089.tar.gz,PLoS Genet. 2010 Jan 15; 6(1):e1000814,PMC2797089,2016-11-09 10:41:31,20084099.0,CC BY
oa_package/0a/94/PMC2802551.tar.gz,Front Syst Neurosci. 2009 Nov 3; 3:13,PMC2802551,2011-01-03 10:21:14,20057934.0,NO-CC CODE
oa_package/88/4d/PMC2804110.tar.gz,Sarcoma. 2009 Jan 4; 2009:575629,PMC2804110,2017-07-06 16:35:55,20107495.0,CC BY
oa_package/20/f8/PMC2805463.tar.gz,Nature. 2010 Jan 7; 463(7277):113-117,PMC2805463,2016-02-08 19:22:52,20054399.0,NO-CC CODE
oa_package/93/90/PMC2805708.tar.gz,PLoS One. 2010 Jan 13; 5(1):e8219,PMC2805708,2018-03-28 16:04:30,20084295.0,CC0
oa_package/04/69/PMC2813723.tar.gz,Front Neural Circuits. 2010 Jan 8; 3:22,PMC2813723,2011-02-10 11:43:45,20190856.0,NO-CC CODE
oa_package/ad/e5/PMC2814863.tar.gz,PLoS One. 2010 Feb 2; 5(2):e9020,PMC2814863,2018-03-12 19:24:27,20126307.0,CC BY
oa_package/fe/41/PMC2816609.tar.gz,Hum Mol Genet. 2010 Mar 1; 19(5):761-773,PMC2816609,2013-05-18 03:19:13,19966329.0,CC BY-NC
oa_package/51/ca/PMC2821320.tar.gz,BMC Bioinformatics. 2010 Jan 12; 11:21,PMC2821320,2013-04-03 17:02:41,20064276.0,CC BY
oa_package/89/89/PMC2830629.tar.gz,Eur Arch Psychiatry Clin Neurosci. 2010 May 12; 260(2):101-111,PMC2830629,2023-05-24 08:25:08,19856012.0,CC BY-NC
oa_package/c0/06/PMC2831632.tar.gz,Front Neural Circuits. 2010 Feb 26; 4:6,PMC2831632,2011-05-11 12:35:29,20204144.0,NO-CC CODE
oa_package/bf/2b/PMC2835996.tar.gz,Silenc. 2010 Feb 2; 1:6,PMC2835996,2023-05-20 16:25:09,20226080.0,CC BY
oa_package/30/e6/PMC2843545.tar.gz,Nature. 2009 Jun 17; 459(7249):927-930,PMC2843545,2021-09-09 08:16:44,19536255.0,CC BY-NC-SA
oa_package/f5/ea/PMC2843688.tar.gz,Neural Dev. 2010 Mar 15; 5:7,PMC2843688,2013-04-03 17:26:25,20230616.0,CC BY
oa_package/b3/ac/PMC2847896.tar.gz,Nat Genet. 2010 Mar 14; 42(3):203-209,PMC2847896,2016-02-12 10:19:27,20154674.0,NO-CC CODE
oa_package/a8/e5/PMC2848842.tar.gz,PLoS One. 2010 Apr 2; 5(4):e9976,PMC2848842,2023-05-20 18:25:09,20368986.0,CC BY
oa_package/9e/66/PMC2853684.tar.gz,Bioinformatics. 2010 Apr 15; 26(8):1057-1063,PMC2853684,2014-03-29 01:45:18,20185403.0,CC BY-NC
oa_package/cb/43/PMC2858607.tar.gz,Front Neurosci. 2009 Jul 9; 3:63,PMC2858607,2011-09-13 16:18:20,20582287.0,NO-CC CODE
oa_package/9a/b1/PMC2859756.tar.gz,BMC Bioinformatics. 2010 Mar 24; 11:152,PMC2859756,2023-05-21 00:25:09,20334679.0,CC BY
oa_package/a1/f4/PMC2873552.tar.gz,BMC Genet. 2010 Apr 23; 11:27,PMC2873552,2014-02-12 01:36:57,20416085.0,CC BY
oa_package/0b/b9/PMC2873733.tar.gz,Biochem J. 2010 May 1; 427(Pt 3):349-357,PMC2873733,2012-09-28 11:31:34,20180778.0,CC BY-NC
oa_package/bb/40/PMC2880567.tar.gz,PLoS Comput Biol. 2010 Jun 3; 6(6):e1000797,PMC2880567,2023-05-24 10:25:09,20532211.0,CC BY
oa_package/8d/b7/PMC2883604.tar.gz,PLoS Genet. 2010 Jun 10; 6(6):e1000982,PMC2883604,2016-11-09 10:49:12,20548960.0,CC BY
oa_package/e2/c7/PMC2891836.tar.gz,Front Neurosci. 2010 May 15; 4:3,PMC2891836,2023-04-18 12:10:12,20582257.0,NO-CC CODE
oa_package/6f/71/PMC2894519.tar.gz,Bioinformatics. 2010 Jul 15; 26(14):1783-1785,PMC2894519,2013-04-03 18:22:51,20562416.0,CC BY-NC
oa_package/13/3f/PMC2895571.tar.gz,Bioinformatics. 2009 Nov 1; 25(21):2841-2842,PMC2895571,2011-07-21 10:14:47,19736251.0,CC BY-NC
