The datasets generated and/or analysed during the current study are available in the RCK-pub-data repository https://github.com/aganezov/RCK-pub-data.,1
The data set supporting the results of this article is available in the NCBI - Gene Expression Omnibus repository (http://www.ncbi.nlm.nih.gov/geo/) under accession number GSE47886.,1
The dataset tabulated in Additional file 2 was generated by a computer simulation in the course of this work. The remaining five datasets used in this work as detailed in the Results section are public and each was made available with the corresponding publication [5–9]. Our study involved no human participants and required no participant consent.,1
Not applicable 30,1
The re-sequencing data for Mo17 and the IBM Syn10 population have been deposited in the NCBI Sequence Read Archive (SRA) (http://www.ncbi.nlm.nih.gov/sra) under accession number SRP018832. The SNPs bin markers linkage maps trait data and parallelized CIM are accessible through the iPlant DE (http://data.maizecode.org/maize/qtl/syn10/).,1
The overview of the supplementary material and methods is provided in Additional file 6: Supplementary material. The database of the computed binding probabilities of 126 transcription factors to 2557 genes shared by 23 species is included in Additional file 3: Supplementary Material. Additional supporting data is included in additional files.,1
The sequence reads are available at NCBI SRA (Additional file 18). The four Alpaca assemblies are available at COGE (Additional file 20) and will be available at NCBI GenBank. The pipeline integration scripts of Alpaca ver 1.0 are available (http://github.com/VicugnaPacos/ALPACA). All the authors have read and approved the manuscript for publication.,1
The datasets supporting the conclusions of this article are included within the article and its additional files.,1
The datasets generated and/or analyzed during the current study are not publicly available due to patient confidentiality but a de-identified version will be made available from the corresponding author on reasonable request.,1
All analyzed data is available in the supplemental materials for this manuscript. RNA sequencing data is available through the Gene Expression Omnibus (GEO GSE128766) and DNA sequencing data is available through the European Genome-Phenome Archive (EGA EGAD00001004885).,1
The data generated and / or analyzed during this study are included in this published article.,1
Not applicable 38,1
Supporting data can be found in Additional file 4. All sequencing data have been deposited in the ArrayExpress database (https://www.ebi.ac.uk/arrayexpress/) under accession number E-MTAB-3612.,1
The scRNA-seq datasets of mESCs by CEL-seq2 and SCRB-seq method used in this study were downloaded from NCBI GEO (https://www.ncbi.nlm.nih.gov/geo/) under accession number GSE75790 [27 85] including two replicates (A/B) for each method. The scRNA-seq dataset of HEK293 cell line by Microwell-seq method was downloaded from GEO under accession number GSE108097 [28 86]. The 3′-seq dataset of HEK293 cell line was downloaded from the NCBI Sequence Read Archive (https://www.ncbi.nlm.nih.gov/sra) under accession number SRP029953 [21 87]. The scRNA-seq dataset of six different GABAergic neuron types was downloaded from GEO under accession number GSE92522 [36 88]. The code for SAPAS is available at https://github.com/YY-TMU/SAPAS.,1
All data generated or analyzed during this study are included in this published article its supplementary information files and publicly available repositories. PRO-seq and RNA-seq data generated for this study are deposited on GEO under accession GSE153200. Published PRO-seq data for K562 [28] and HeLa [70] cell lines are retrieved from GEO under accession GSE60456 and GSE100742. Published RNA-seq data are retrieved from the ENCODE project [48 71] (ENCSR000AEM for K562 ENCSR000CPR for HeLa). The source code used for data analysis and visualization is publicly available via Code Ocean at https://codeocean.com/capsule/7351682/tree/v1.,1
The complete dataset used in this study has been deposited as a tab-delimited text file together with an Excel metadata file describing all the fields within the tab-delimited text file at: ● Karolchik D Barber GP Casper J Clawson H Cline MS Diekhans M Dreszer TR Fujita PA Guruvadoo L Haeussler M et al: The UCSC Genome Browser database: 2014 update. Nucleic acids research 2014 42(Database issue):D764-770. https://genome.ucsc.edu/ ● Ritchie GRS Dunham I Zeggini E Flicek P: Functional annotation of non-coding sequence variants. Nature methods 2014 11(3):294-296. https://www.sanger.ac.uk/sanger/StatGen_Gwava ● Sloan CA Chan ET Davidson JM Malladi VS Strattan JS Hitz BC Gabdank I Narayanan AK Ho M Lee BT et al: ENCODE data at the ENCODE portal. Nucleic acids research 2016 44(Database issue):D726-D732. https://www.encodeproject.org/ and https://genome.ucsc.edu/encode/ ● Pratto F Brick K Khil P Smagulova F Petukhova GV Camerini-Otero RD: Recombination initiation maps of individual human genomes. Science 2014 346(6211). 10.1126/science.1256442 ● The 1000 Genomes Project Consortium: An integrated map of genetic variation from 1092 human genomes. Nature 2012 491(7422):56-65. https://www.internationalgenome.org/ ● Lee B. Analysis of archaic human haplotypes suggests that 5hmC acts as an epigenetic guide for NCO recombination. 2021. 10.7910/DVN/WA7IUK ● Roadmap Epigenomics Consortium Kundaje A Meuleman W Ernst J Bilenky M Yen A Heravi-Moussavi A Kheradpour P Zhang Z Wang J et al: Integrative analysis of 111 reference human epigenomes. Nature 2015 518(7539):317-330. https://egg2.wustl.edu/roadmap/web_portal/ ● Szulwach KE Li X Li Y Song C-X Han JW Kim S Namburi S Hermetz K Kim JJ Rudd MK et al: Integrating 5-Hydroxymethylcytosine into the Epigenomic Landscape of Human Embryonic Stem Cells. PLOS Genetics 2011 7(6):e1002154. 10.1371/journal.pgen.1002154 The datasets analyzed during the current study are from published reports and are publicly available in the Additional file 2: Table S1 and are also listed below. ● Gulko B Hubisz MJ Gronau I Siepel A: A method for calculating probabilities of fitness consequences for point mutations across the human genome. Nature genetics 2015 47(3):276-283. http://compgen.cshl.edu/fitCons/,1
Not applicable 43,1
All of the sequence reads can be downloaded under project accession number [SRP058003] from the Sequence Read Archive (http://www.ncbi.nlm.nih.gov/sra). Administrative permission was received from the Utah Foundation for Biomedical Research to access the medical records reviewed in this study.,1
Not applicable.,1
We obtained the MULTIZ multiple sequence alignment files for 12 Drosophilid species from the UCSC Genome Browser (http://genome.ucsc.edu/) (Blanchette et al. 2004; Drosophila 12 Genomes Consortium et al. 2007). D. melanogaster miRNA annotations were from miRBase Release 19 (Kozomara and Griffiths-Jones 2011). We also analyzed a cohort of non-miRNA conserved hairpins annotated in previous studies (Ruby et al. 2007b; Stark et al. 2007a; Lu et al. 2008b) but later shown either to lack small RNA evidence or read patterns indicative of RNase III cleavage in ultra-deep data (Berezikov et al. 2010 2011). Annotations of D. melanogaster protein-coding genes transfer RNAs (tRNAs) and small nuclear RNAs (snRNAs) were obtained from FlyBase (http://flybase.org dmel rev 5.36) (Marygold et al. 2013). Genome assembly trace data for the 12 Drosophila species were downloaded from NCBI (ftp://ftp.ncbi.nih.gov/pub/TraceDB/) and small RNA data for Drosophila simulans (GSM343915) and Drosophila pseudoobscura (GSM343916 GSM444067) (Berezikov et al. 2010) were obtained from the Gene Expression Omnibus (http://www.ncbi.nlm.nih.gov/geo/).,1
Please contact author for data requests.,1
Not applicable,1
"The datasets supporting the conclusions of this article are included within the article and its additional files. Microarray datasets are included in https://www.unav.es/archivos-dianas-moleculares.
",1
"The read data assemblies annotations and pan-genome alignments are posted on the CSHL website at [84]. The NCBI Sequence Read Archive (SRA) accession numbers for the short read data used in this study are listed in Table 11. Analysis software packages are available open source from the websites for ALLPATHS-LG [85] MUMmer [86] AMOS [87] Jellyfish [88] and BEDTools [89].Table 11
NCBI Sequence Read Archive accession codes for sequencing data used in this study

Genome

Library type

Read length

SRA accession
Nipponbare180 bp fragment2 × 101SRX7344322 kbp jump2 × 50SRX1792605 kbp jump2 × 50SRX179265IR64180 bp fragment2 × 101SRX1805372 kbp jump2 × 50SRX1805555 kbp jump2 × 50SRX180597DJ123180 bp fragment2 × 101SRX1807182 kbp jump2 × 50SRX1808225 kbp jump2 × 50SRX180892",1
Not applicable 51,1
The ChIP-Seq data generated in this study have been deposited in the NCBI Sequence Read Archive (SRA) with accession number PRJNA265379. The transcriptome data generated in this study was deposited in the NCBI Gene Expression Omnibus (GEO) with accession GSE62435.,1
A total of 630 spliceosomal and splicing-related proteins were collected from the Spliceosome DB [42] KEGG [43] and other literature references [1 23] (Additional file 2: Table S1A). This compendium comprises functionally confirmed spliceosomal proteins but also proteins related to other RNA-maturation processes such as mRNA surveillance export capping and polyadenylation. We included the latter proteins because they typically co-purify with the spliceosome [1 23] and are functionally associated or coupled with splicing [7 8 44]. Throughout the manuscript we consider this extended set of proteins as ‘spliceosomal proteins’. A total of 37231 PPIs formed by these proteins were extracted from HPRD [25] and Hegele et al. [23]. In total 31363 co-expression profiles between mRNAs coding for these proteins and PPI partners were collected from the Human U133A/GNF1H microarray dataset [45] (Additional file 2: Table S1B).,1
Sequencing data and individual assemblies for the Assemblathon 1 project are available at: [22]. Sequencing data for the Assemblathon 2 species are available in the Sequence Read Archive under the accessions ERP002324 (bird) SRA026860 (fish) and ERP002294 (snake). Please see the Assemblathon 2 paper [7] for a detailed list of all associated sequence accessions. The individual Assemblathon 2 assemblies are available in the GigaDB [23].,1
Not applicable 55,1
The main gene expression matrix used in this study can be found in the original work by Barbosa et al. [2]. We provide a multi-sheet file with the tables containing the results of our analysis at http://public-docs.crg.es/rguigo/Papers/breschi_clustering/Supplementary_Tables.xlsx. A description of each table is provided in the Additional Files. The GTEx gene expression was downloaded from http://www.gtexportal.org/home/datasets file: GTEx_Analysis_v6_RNA-seq_RNA-SeQCv1.1.8_gene_rpkm.gct.gz. A subset of the samples was used here (“Methods” Additional file 3: Table S7). A convenient in-house wrapper for the linear models in R is available at https://github.com/abreschi/Rscripts/blob/master/anova.R.,1
Data The benchmark data and the predictions are available on FigShare 10.6084/m9.figshare.2059944.v1. Note that according to CAFA rules all but the top-ten methods are anonymized. However methods are uniquely identified by a code number so use of the data for further analysis is possible.Software The code used in this study is available at https://github.com/yuxjiang/CAFA2.,1
The R/Bioconductor package rnaseqcomp is available under open source license GPL-3. A key aspect of our proposed assessment is the availability of two datasets that permit the computation of the metrics. They are characterized by including two populations at least two replicates for each population and a way to define beforehand which genes or transcripts are differentially expressed and which are not. The replicates permit the assessment of precision and comparing the two populations permits the assessment of sensitivity or the ability to discover real biological differences. Note that sensitivity is harder to assess because we need to know beforehand what differences to expect. In the past this has been achieved with spike-in experiments [18–20]. However the use of spike-ins has been criticized for not properly mimicking real experimental data [21].The first represents the minimal dataset that can be used for the comparison. It includes two replicates for the cell lines GM12878 and K562. We used results from a microarray experiment comparing the same two cell lines to define real biological differences. We defined genes with a q-value smaller than 0.05 [22 23] and absolute log fold changes larger than 1 as truly differentially expressed. Genes with q-values larger than 0.5 were denoted as not differentially expressed. Genes in neither of these two groups were considered to be in a “grey area” and left out of the analysis. Note that we are not considering microarrays to be a gold standard but because the microarray data represents an independent measurement algorithms that perform better at detecting real differences should on average show improved agreement with these independent results.The second dataset was created using 30 samples from the Geuvadis project [24]. These samples were selected to represent a random sample of individuals. To introduce batch effect-like variability we selected 15 from one center and 15 from another. These were then randomly divided into two groups both having seven samples from one center and eight from another. Because the samples were assigned at random this is a null experiment and we can consider the 15 samples in each group to be replicates. To distinguish the two groups we used computer simulations to generate 2424 transcripts designed to be differentially expressed between the two groups. To make these abundances mimic experimental data we adapted the Polyester method [25] to include GC bias imitating the bias observed in the actual data. The resulting dataset mimics a real one quite well (Fig. 1).Fig. 1Estimated log fold changes stratified by transcript abundance on simulation dataset. One example based on Cufflinks quantification of two samples is shown here. Black points are non-differential transcripts; blue points are differentially expressed transcripts which were simulated to have signals on both samples; red points are differentially expressed transcripts which were simulated to have signals in only one of the samplesThe raw sequencing files for both datasets are available from the webtool (http://rafalab.rc.fas.harvard.edu/rnaseqbenchmark). Further details about both datasets are available in the “Methods” section.,1
A Github repository containing R scripts and parsed data can be found online [56]. Raw data files parsed data and metadata have been uploaded to GEO (accession GSE75049). Aggregate networks and individual single-cell networks are available to download and are linked from our Github page.,1
Not applicable 60,1
Not applicable 61,1
Not applicable 62,1
Not applicable 63,1
Not applicable 64,1
RaGOO is available open source under the MIT license at https://github.com/malonge/RaGOO [26]. The tomato genomes are also available in the Sol Genomics Network (ftp://ftp.solgenomics.net/genomes/Solanum_lycopersicum/M82/ ftp://ftp.solgenomics.net/genomes/Solanum_lycopersicum/Fla.8924/ ftp://ftp.solgenomics.net/genomes/Solanum_pimpinellifolium/BGV006775/) and the raw sequencing data are available in the Sequence Read Archive under BioProject PRJNA557253. Sequencing data genome assemblies annotations and structural variation calls for all samples are available at http://share.schatz-lab.org/ragoo/.,1
The curated rice library and all scripts are freely available at https://github.com/oushujun/EDTA [34].,1
Paragraph software is publicly available on GitHub under Apache 2.0 license [50]. All analysis in the manuscript was performed under version 2.3 [51]. For NA12878 NA24385 and NA24631 the PacBio Sequel II data is deposited in SRA under PRJNA540705 [52] PRJNA529679 [53] and PRJNA540706 [54] and the Illumina data is deposited in ENA under PRJEB35491 [55]. The Illumina Polaris sequencing data is deposited in ENA under PRJEB20654 [56].,1
All the sequencing data generated in this study have been deposited in NCBI SRA under the accession number PRJNA599454 [104]. The ChIP-seq data for FEA4 (GSE61954) KN1 (GSE39161) and TB1 (PRJNA517683) were downloaded from NCBI GEO or SRA [64–66]. The ChIP-seq data generated from leaf protoplast was obtained from the pre-release maize cistrome data collection (http://www.epigenome.cuhk. edu.hk/C3C4.html). The ear and tassel trait-associated intergenic SNPs were obtained from a recent review [76].,1
The CRISPR screens used as the template for our simulation study are available from [16] specifically the raw read counts for the genome-wide CRISPR screens in cell lines DLD1 and HCT116 in Supplemental Tables 1 and 3. The raw read counts from the DepMap Project Score were downloaded on 1/14/19 from the precursor site to the Project Score database (https://score.depmap.sanger.ac.uk/downloads). Pan-essential gene sets were derived from the 361 essential genes from ’‘Core Essential Gene Set 1” (from [55]) from the 1580 essential genes from [2] and from the 684 ’‘Core Essential Gene Set 2” (from [3] Supplemental Table 2). The raw read counts from the genome-wide CRISPR screens from the DepMap Project Achilles were downloaded from DepMap Public 19Q3 release from the DepMap Data Portal ([51] on 10/12/19). The set of nonessential genes was obtained from 604 total RNA-seq datasets for 128 cell lines in vitro differentiated cells primary cells and tissues accessed from the Encyclopedia of DNA Elements (ENCODE) data portal on August 29 2019 (see Additional file 2 for accession info of all cell lines used). The software is freely available at https://github.com/CshlSiepelLab/ACE under the MIT license (archived with Zenodo at 10.5281/zenodo.5493071).,1
CLIMtools V2.0 is web-accessible (https://gramene.org/CLIMtools/arabidopsis_v2.0/) and the latest version of its code and data are publicly available (https://github.com/CLIMtools) under the Apache 2.0 open-source license [81]. The results from GWAS and TWAS analyses genome-wide riboSNitch predictions as well as code and data for CLIMtools V2.0 have been uploaded to Dryad and Zenodo 10.5061/dryad.mw6m905zj [82].,1
"MAVE-NN can be installed from PyPI by executing “pip install mavenn” at the POSIX command line. Comprehensive documentation including step-by-step tutorials is provided [50]. Source code the data sets analyzed in this paper and the scripts used for training the models and making the figures presented herein are available under an MIT open-source license [58]. MAVE-NN version 1.0.1 was used for all of the analysis described in this manuscript and is archived on Zenodo [59]. For the GB1 DMS dataset of Olson et al. [8] measurements were computed using36\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym} 
				\usepackage{amsfonts} 
				\usepackage{amssymb} 
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}$${y}_n={\log}_2\frac{\left({c}_n^{\mathrm{out}}+1\right)/\left({c}_{\mathrm{WT}}^{\mathrm{out}}+1\right)}{\left({c}_n^{\mathrm{in}}+1\right)/\left({c}_{\mathrm{WT}}^{\mathrm{in}}+1\right)}$$\end{document}yn=log2cnout+1/cWTout+1cnin+1/cWTin+1where \documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym} 
				\usepackage{amsfonts} 
				\usepackage{amssymb} 
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}$${c}_n^{\mathrm{in}}$$\end{document}cnin and \documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym} 
				\usepackage{amsfonts} 
				\usepackage{amssymb} 
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}$${c}_n^{\mathrm{out}}$$\end{document}cnout respectively represent the number of reads from the input and output samples (i.e. pre-selection and post-selection libraries) and n → WT represents the 55 aa wildtype sequence corresponding to positions 2–56 of the GB1 domain. To infer the model in Fig. 3a–c and to compute the information metrics in Fig. 3d only double-mutant sequences with \documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym} 
				\usepackage{amsfonts} 
				\usepackage{amssymb} 
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}$${c}_n^{\mathrm{in}}\ge 10$$\end{document}cnin≥10 were used; these represent 530737 out of the 536085 possible double mutants. For the models in Fig. 3e–g yn values for the 1045 single-mutant were also used in the inference procedure.For the Aβ DMS data of Seuma et al. [9] and TDP-43 DMS data of Bolognesi et al. [10] yn values respectively represent the nucleation scores and toxicity scores reported by the authors.For the MPSA of Wong et al. [11] we used the data from replicate 1 of the BRCA2 minigene library 1. Measurements were computed as37\documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym} 
				\usepackage{amsfonts} 
				\usepackage{amssymb} 
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}$${y}_n={\log}_{10}\left[100\times \frac{\left({c}_n^{\mathrm{inc}}+1\right)/\left({c}_{\mathrm{CONS}}^{\mathrm{inc}}+1\right)}{\left({c}_n^{\mathrm{tot}}+1\right)/\left({c}_{\mathrm{CONS}}^{\mathrm{tot}}+1\right)}\right]$$\end{document}yn=log10100×cninc+1/cCONSinc+1cntot+1/cCONStot+1where \documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym} 
				\usepackage{amsfonts} 
				\usepackage{amssymb} 
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}$${c}_n^{\mathrm{inc}}$$\end{document}cninc and \documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym} 
				\usepackage{amsfonts} 
				\usepackage{amssymb} 
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}$${c}_n^{\mathrm{tot}}$$\end{document}cntot respectively represent the number of barcode reads obtained from exon inclusion isoforms and from total mRNA and n → CONS corresponds to the consensus 5′ss sequence CAG/GUAAGU. Corresponding PSI values were computed as \documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym} 
				\usepackage{amsfonts} 
				\usepackage{amssymb} 
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}$${\mathrm{PSI}}_n={10}^{y_n}$$\end{document}PSIn=10yn. Only sequences with \documentclass[12pt]{minimal}
				\usepackage{amsmath}
				\usepackage{wasysym} 
				\usepackage{amsfonts} 
				\usepackage{amssymb} 
				\usepackage{amsbsy}
				\usepackage{mathrsfs}
				\usepackage{upgreek}
				\setlength{\oddsidemargin}{-69pt}
				\begin{document}$${c}_n^{\mathrm{tot}}\ge 10$$\end{document}cntot≥10 were used for inference; these represent 30483 of the 32768 possible sequences of the form NNN/GYNNNN.For the lac promoter sort-seq MPRA data of Kinney et al. [12] the {cmy} values used for inference represent raw read counts from the “full-wt” experiment. We obtained these data from https://github.com/jbkinney/09_sortseq.",1
The meta-Hi-C matrix for human mouse and fly are available for download from the online tool at https://gillisweb.cshl.edu/HiC/ or direct download at https://labshare.cshl.edu/shares/gillislab/resource/HiC/ or Figshare [151].,1
Genome assemblies and annotations are available at https://github.com/pan-sol/pan-sol-data (10.5281/zenodo.6814693) [59] and the Solanaceae Genomics Network (https://solgenomics.net/ftp/genomes/M82/;https://solgenomics.net/ftp/genomes/Sweet-100/). Raw sequence data is available on SRA under the BioProject PRJNA779684 (https://www.ncbi.nlm.nih.gov/bioproject/PRJNA779684) [60]. Seeds are available on request from S. Soyk. The RagTag software is freely available on GitHub under the MIT license: https://github.com/malonge/RagTag (10.5281/zenodo.5634263) [61 62].,1
Not applicable 74,1
Not applicable 75,1
The datasets supporting the conclusions of this article are included within the article and in the additional files.The datasets generated and analyzed during the current study are also available in the Github repository (https://github.com/sarbal/EffectSize).,1
The source code for LASSIE is available in Supplemental Code S1 and on GitHub under the simplified BSD license (http://github.com/CshlSiepelLab/LASSIE/). The LASSIE scores are available as a UCSC Genome Browser track at http://compgen.cshl.edu/LASSIE/.,1
Not applicable.,1
Project name Chi8.Project home pagehttp://www.cs.njit.edu/usman/Chi8.Operating system Linux (tested on Red Hat Enterprise Linux 6.2).Programming language C and CUDA (version 4.2 or greater). The latter is the NVIDIA language for their GPUs. For C we used gcc version 4.4.6 (Red Hat 4.4.6-3).License Please contact authors for commercial use. Academic use is free. Our real data is available directly by request from the Wellcome Trust Case Control Consortium and the National Institute of Health database of genotypes and phenotypes. The data access agreements prohibit us from posting this data publicly. The simulated data is freely available from the BOOST website http://bioinformatics.ust.hk/BOOST.html and the Chi8 source code from http://www.cs.njit.edu/usman/Chi8. We consider genome-wide association studies for seven diseases from the Wellcome Trust Case Control Consortium (WTCCC). We followed standard protocols for cleaning the data [17]. We removed SNPs that deviated significantly from the Hardy–Weinberg equilibrium and SNPs with greater than 1 % missing entries (Table 1).We also study publicly available simulated datasets used in the BOOST study [14]. These are four models each with a total of 800 and 1600 cases and controls (equal proportion) and mean allele frequencies of 0.1 0.2 and 0.4. Under each setting there are 100 simulated datasets each containing 1000 SNPs where the first and last are interacting and also have main effects. In brief Model 1 is a multiplicative model Model 2 is an epistasis model used to describe handedness and the color of swine Model 3 is the classical epistasis model and Model 4 is the popular exclusive OR (XOR) model. More details about the models and their simulation can be found in the BOOST study [14]. We downloaded these datasets from the BOOST website http://bioinformatics.ust.hk/BOOST.html.,1
Not applicable 80,1
Not applicable 81,1
RNA-seq data from this study have been submitted to the EMBL-EBI ArrayExpress database (http://www.ebi.ac.uk/arrayexpress/) under accession number E-MTAB-3198.,1
All data generated or analyzed during this study are included in the paper or supplementary material. RNAseq data have been deposited in the NCBI Gene Expression Omnibus Database (GEO accession number GSE115698) as part of a previous study [14].,1
"Illumina sequencing data from this study have been submitted to the NCBI BioProject (https://www.ncbi.nlm.nih.gov/bioproject) under accession number PRJNA427121. These data are also available from the NCBI Sequence Read Archive (SRA; https://www.ncbi.nlm.nih.gov/sra) under accession numbers SRP127319 (bulk RNA-seq) SRP127320 (Fluidigm scRNA-seq) SRP127328 (10x Genomics scRNA-seq) and SRP127299 (DNA WGS).
 SAKE is an R-based software package (R Core Team 2017) available for download at https://github.com/naikai/sake and provided as a gzipped tar archive in Supplemental Material. A detailed tutorial for using SAKE is also provided as R markdown documents that allow for instructions commands and results to be presented together.",1
This Whole Genome Shotgun project has been deposited at DDBJ/ENA/GenBank under the accession AKCR00000000. The version described in this paper is version AKCR02000000. The Cliv_2.1 assembly annotation and associated data are available at ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/935/GCA_000337935.2_Cliv_2.1.RNA-seq data are deposited in the SRA database with the BioSample accession numbers SAMN07417936-SAMN07417943 and sequence accessions SRR5878849-SRR5878856. Assembly and RNA-seq data are publicly available in NCBI databases under BioProject PRJNA167554. File S1 contains Tables S1–S7. File S2 and File S3 contain recombination fraction data used to construct Figures 5a and 5b respectively.,1
The source code of our Alu identification pipeline is included in the Supplemental Material as Supplemental Code and can also be accessed at the GitHub (https://github.com/kepbod/rampage_alu).,1
Not applicable 87,1
Not applicable 88,1
Not applicable 89,1
Not applicable 90,1
"The whole-genome bisulfite sequencing data from this study have been submitted to the NCBI Gene Expression Omnibus (GEO; https://www.ncbi.nlm.nih.gov/geo/) under accession number GSE79566. Methylome alignment inference of ancestral methylation states and HMRs are provided in UCSC Genome Browser Track Data Hubs (Raney et al. 2014) as part of the public hub DNA Methylation (Song et al. 2013). Custom analysis scripts are available as Supplemental Scripts.
",1
